Area,Year,Variable,Variable Value
United Kingdom of Great Britain and Northern Ireland,1998-01-01,Note,
Nigeria,1998-01-01,Note,
United States of America,1998-01-01,Note,
India,1998-01-01,Note,
Portugal,1999-01-01,Note,
United Kingdom of Great Britain and Northern Ireland,1999-01-01,Note,
Nigeria,1999-01-01,Note,
United States of America,1999-01-01,Note,
India,1999-01-01,Note,
Portugal,2000-01-01,Note,
United Kingdom of Great Britain and Northern Ireland,2000-01-01,Note,
Nigeria,2000-01-01,Note,
United States of America,2000-01-01,Note,
India,2000-01-01,Note,
Portugal,2001-01-01,Note,
United Kingdom of Great Britain and Northern Ireland,2001-01-01,Note,
Nigeria,2001-01-01,Note,
United States of America,2001-01-01,Note,
India,2001-01-01,Note,
Portugal,2002-01-01,Note,
United Kingdom of Great Britain and Northern Ireland,2002-01-01,Note,
Nigeria,2002-01-01,Note,
United States of America,2002-01-01,Note,
India,2002-01-01,Note,
Portugal,2003-01-01,Note,
United Kingdom of Great Britain and Northern Ireland,2003-01-01,Note,
Nigeria,2003-01-01,Note,
United States of America,2003-01-01,Note,
India,2003-01-01,Note,
Portugal,2004-01-01,Note,
United Kingdom of Great Britain and Northern Ireland,2004-01-01,Note,
Nigeria,2004-01-01,Note,
United States of America,2004-01-01,Note,
India,2004-01-01,Note,
Portugal,2005-01-01,Note,
United Kingdom of Great Britain and Northern Ireland,2005-01-01,Note,
Nigeria,2005-01-01,Note,
United States of America,2005-01-01,Note,
India,2005-01-01,Note,
Portugal,2006-01-01,Note,
United Kingdom of Great Britain and Northern Ireland,2006-01-01,Note,
Nigeria,2006-01-01,Note,
United States of America,2006-01-01,Note,
India,2006-01-01,Note,
Portugal,2007-01-01,Note,
United Kingdom of Great Britain and Northern Ireland,2007-01-01,Note,
Nigeria,2007-01-01,Note,
United States of America,2007-01-01,Note,
India,2007-01-01,Note,
Portugal,2008-01-01,Note,
United Kingdom of Great Britain and Northern Ireland,2008-01-01,Note,
Nigeria,2008-01-01,Note,
United States of America,2008-01-01,Note,
India,2008-01-01,Note,
Portugal,2009-01-01,Note,
United Kingdom of Great Britain and Northern Ireland,2009-01-01,Note,
Nigeria,2009-01-01,Note,
United States of America,2009-01-01,Note,
India,2009-01-01,Note,
Portugal,2010-01-01,Note,
United Kingdom of Great Britain and Northern Ireland,2010-01-01,Note,
Nigeria,2010-01-01,Note,
United States of America,2010-01-01,Note,
India,2010-01-01,Note,
Portugal,2011-01-01,Note,
United Kingdom of Great Britain and Northern Ireland,2011-01-01,Note,
Nigeria,2011-01-01,Note,
United States of America,2011-01-01,Note,
India,2011-01-01,Note,
Portugal,2012-01-01,Note,
United Kingdom of Great Britain and Northern Ireland,2012-01-01,Note,
Nigeria,2012-01-01,Note,
United States of America,2012-01-01,Note,
India,2012-01-01,Note,
Portugal,2013-01-01,Note,
United Kingdom of Great Britain and Northern Ireland,2013-01-01,Note,
Nigeria,2013-01-01,Note,
United States of America,2013-01-01,Note,
India,2013-01-01,Note,
Portugal,2014-01-01,Note,
United Kingdom of Great Britain and Northern Ireland,2014-01-01,Note,
Nigeria,2014-01-01,Note,
United States of America,2014-01-01,Note,
India,2014-01-01,Note,
Portugal,2015-01-01,Note,
United Kingdom of Great Britain and Northern Ireland,2015-01-01,Note,
Nigeria,2015-01-01,Note,
United States of America,2015-01-01,Note,
India,2015-01-01,Note,
Portugal,2016-01-01,Note,
United Kingdom of Great Britain and Northern Ireland,2016-01-01,Note,
Nigeria,2016-01-01,Note,
United States of America,2016-01-01,Note,
India,2016-01-01,Note,
Portugal,2017-01-01,Note,
United Kingdom of Great Britain and Northern Ireland,2017-01-01,Note,
Nigeria,2017-01-01,Note,
United States of America,2017-01-01,Note,
India,2017-01-01,Note,
Portugal,2018-01-01,Note,
United Kingdom of Great Britain and Northern Ireland,2018-01-01,Note,
Nigeria,2018-01-01,Note,
United States of America,2018-01-01,Note,
India,2018-01-01,Note,
Portugal,2019-01-01,Note,
United Kingdom of Great Britain and Northern Ireland,2019-01-01,Note,
Nigeria,2019-01-01,Note,
United States of America,2019-01-01,Note,
India,2019-01-01,Note,
Portugal,2020-01-01,Note,
United Kingdom of Great Britain and Northern Ireland,2020-01-01,Note,
Nigeria,2020-01-01,Note,
United States of America,2020-01-01,Note,
India,2020-01-01,Note,
Portugal,2021-01-01,Note,
United Kingdom of Great Britain and Northern Ireland,2021-01-01,Note,
Nigeria,2021-01-01,Note,
United States of America,2021-01-01,Note,
India,2021-01-01,Note,
Portugal,1950-01-01,newColumn,8416.952
Nigeria,1950-01-01,newColumn,37189.369
United Kingdom of Great Britain and Northern Ireland,1950-01-01,newColumn,50055.065
United States of America,1950-01-01,newColumn,148281.55
India,1950-01-01,newColumn,357021.1
Portugal,1951-01-01,newColumn,16889.595999999998
Nigeria,1951-01-01,newColumn,75092.54000000001
United Kingdom of Great Britain and Northern Ireland,1951-01-01,newColumn,100326.969
United States of America,1951-01-01,newColumn,298880.003
India,1951-01-01,newColumn,721943.46
Portugal,1952-01-01,newColumn,25413.28
Nigeria,1952-01-01,newColumn,113716.965
United Kingdom of Great Britain and Northern Ireland,1952-01-01,newColumn,150811.782
United States of America,1952-01-01,newColumn,451821.73
India,1952-01-01,newColumn,1094940.648
Portugal,1953-01-01,newColumn,33986.677
Nigeria,1953-01-01,newColumn,153064.684
United Kingdom of Great Britain and Northern Ireland,1953-01-01,newColumn,201540.402
United States of America,1953-01-01,newColumn,607272.929
India,1953-01-01,newColumn,1476168.353
Portugal,1954-01-01,newColumn,42605.851
Nigeria,1954-01-01,newColumn,193147.163
United Kingdom of Great Britain and Northern Ireland,1954-01-01,newColumn,252510.341
United States of America,1954-01-01,newColumn,765478.802
India,1954-01-01,newColumn,1865899.759
Portugal,1955-01-01,newColumn,51271.302
Nigeria,1955-01-01,newColumn,233986.386
United Kingdom of Great Britain and Northern Ireland,1955-01-01,newColumn,303703.607
United States of America,1955-01-01,newColumn,926615.251
India,1955-01-01,newColumn,2264477.751
Portugal,1956-01-01,newColumn,59978.385
Nigeria,1956-01-01,newColumn,275602.957
United Kingdom of Great Britain and Northern Ireland,1956-01-01,newColumn,355125.22000000003
United States of America,1956-01-01,newColumn,1090678.662
India,1956-01-01,newColumn,2672134.348
Portugal,1957-01-01,newColumn,68726.454
Nigeria,1957-01-01,newColumn,318016.316
United Kingdom of Great Britain and Northern Ireland,1957-01-01,newColumn,406807.619
United States of America,1957-01-01,newColumn,1257627.782
India,1957-01-01,newColumn,3089069.7470000004
Portugal,1958-01-01,newColumn,77525.548
Nigeria,1958-01-01,newColumn,361231.069
United Kingdom of Great Britain and Northern Ireland,1958-01-01,newColumn,458768.432
United States of America,1958-01-01,newColumn,1427774.883
India,1958-01-01,newColumn,3515365.51
Portugal,1959-01-01,newColumn,86375.13699999999
Nigeria,1959-01-01,newColumn,405275.3000000001
United Kingdom of Great Britain and Northern Ireland,1959-01-01,newColumn,511010.079
United States of America,1959-01-01,newColumn,1601099.4910000002
India,1959-01-01,newColumn,3951265.862
Portugal,1960-01-01,newColumn,95257.606
Nigeria,1960-01-01,newColumn,450203.6420000001
United Kingdom of Great Britain and Northern Ireland,1960-01-01,newColumn,563553.096
United States of America,1960-01-01,newColumn,1777288.069
India,1960-01-01,newColumn,4397220.441000001
Portugal,1961-01-01,newColumn,104154.52099999998
Nigeria,1961-01-01,newColumn,496059.149
United Kingdom of Great Britain and Northern Ireland,1961-01-01,newColumn,616414.3470000001
United States of America,1961-01-01,newColumn,1956375.347
India,1961-01-01,newColumn,4853572.317000001
Portugal,1962-01-01,newColumn,113059.95799999998
Nigeria,1962-01-01,newColumn,542880.9940000001
United Kingdom of Great Britain and Northern Ireland,1962-01-01,newColumn,669597.9770000001
United States of America,1962-01-01,newColumn,2138293.156
India,1962-01-01,newColumn,5320596.510000001
Portugal,1963-01-01,newColumn,121967.66
Nigeria,1963-01-01,newColumn,590703.5630000001
United Kingdom of Great Britain and Northern Ireland,1963-01-01,newColumn,723106.491
